INDEX,STD_DATE,TCKT_NMBR,TP_CR,TCKT_ADDR,DONG,TW_CR,LA,LO
483,2018-10-30,1,자동차,대전시 서구 월평동 683,월평1동,N,36.35598,127.365798
484,2018-10-30,1,자동차,"대전시 서구 복수서로 50, 삼익목화아파트 201동 3-2 지하주차장",복수동,N,36.30917,127.374406
485,2018-10-30,1,자동차,대전 서구 대덕대로 408 테크노월드,만년동,N,36.369393,127.379998
486,2018-10-30,1,자동차,대전 서구 대덕대로 408 테크노월드,만년동,N,36.369393,127.379998
487,2018-11-01,1,자동차,대전시 서구 갈마동 1416 둔원중학교 뒷편,갈마2동,N,36.342438,127.376736
488,2018-11-01,1,자동차,대전시 서구 월평동 311 다모아아파트,월평3동,N,36.361997,127.366886
489,2018-11-02,1,자동차,대전시 서구 복수동 592번지,복수동,N,36.298725,127.376216
490,2018-11-02,1,자동차,대전시 서구 용문동 241-13,용문동,N,36.338731,127.395502
491,2018-11-02,1,자동차,대전시 서구 용문동 한진아파트,용문동,N,36.334195,127.393209
492,2018-11-05,1,자동차,대전시 서구 월평동 103번지 대한예수교침례회대전교회 주차장,월평1동,N,36.346199,127.353411
493,2018-11-05,1,자동차,대전시 서구 도안동 854번지 상가 지하주차장,가수원동,N,36.331833,127.340197
494,2018-11-05,1,자동차,"대전시 서구 도마1동 86-47, 서구 유등로 297",도마1동,N,36.317906,127.383714
495,2018-11-06,1,자동차,대전시 서구 둔산동 2164,둔산3동,Y,36.35014,127.398946
496,2018-11-06,1,자동차,대전시 서구 갈마동 1244번지 한진주택 담벼락,갈마2동,N,36.342085,127.372962
497,2018-11-06,1,자동차,대전시 서구 둔산동 1261 기아자동차 뒷편 골목,둔산2동,N,36.349282,127.382586
498,2018-11-06,1,자동차,"대전시 서구 관저동 1907-1, ㈜대전중앙추레라 앞",관저1동,N,36.307996,127.333873
499,2018-11-06,1,자동차,대전시 서구 도마동 152-6,도마2동,N,36.314308,127.374588
500,2018-11-06,1,자동차,"대전시 서구 관저로 48, 구봉마을7단지 지하주차장 a-15",관저2동,N,36.297366,127.328385
501,2018-11-06,1,자동차,대전시 서구 둔산동 2164,둔산3동,Y,36.35014,127.398946
502,2018-11-07,1,자동차,대전시 서구 도마동 164-16 중도연립 뒤,도마2동,N,36.311343,127.374634
503,2018-11-07,1,자동차,대전시 서구 청사로 70 누리아파트 107동 1~2라인 앞 지하주차장 2층 계단 옆,월평3동,N,36.358696,127.369765
504,2018-11-08,1,자동차,"대전광역시 서구 용문로 18-1, 202호(괴정동, 백운시티)",괴정동,N,36.340513,127.386142
505,2018-11-08,1,자동차,대전시 서구 탄방동 66-48,탄방동,N,36.343295,127.394409
506,2018-11-09,1,자동차,대전시 서구 변동 58-2 탑스빌아파트,변동,N,36.323008,127.376869
507,2018-11-09,1,자동차,대전시 서구 변동 58-2 탑스빌아파트,변동,N,36.323008,127.376869
508,2018-11-10,1,자동차,대전시 서구 탄방동 70-1,탄방동,N,36.342513,127.396543
509,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 107동 뒤 주차장",월평2동,N,36.363679,127.369569
510,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 105동 옆 주차장",월평2동,N,36.364155,127.36932
511,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 107동 앞 주차장",월평2동,N,36.363679,127.369569
512,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 풋살축구장 옆 주차장",월평2동,N,36.363639,127.370494
513,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 풋살축구장 옆 주차장",월평2동,N,36.363639,127.370494
514,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 풋살축구장 옆 주차장",월평2동,N,36.363639,127.370494
515,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 둔산1단지 내 풋살축구장 옆 주차장",월평2동,N,36.363639,127.370494
516,2018-11-12,1,자동차,"대전시 서구 월평북로 11, 101동 복도 쪽 주차장",월평2동,N,36.363639,127.370494
517,2018-11-12,1,자동차,"대전시 서구 관저동로 88, 일레븐타워 지하1층 주차장",관저2동,N,36.300041,127.341022
518,2018-11-12,1,자동차,대전시 서구 갈마동 1278 하이츠빌 앞,갈마2동,N,36.34157,127.374459
519,2018-11-13,1,자동차,대전시 서구 도마로57번길 24,변동,N,36.323368,127.376721
520,2018-11-14,1,자동차,대전시 서구 월평동 75-1 부근,월평1동,N,36.341659,127.353961
521,2018-11-14,1,자동차,대전시 서구 월평동 75-1 부근,월평1동,N,36.341659,127.353961
522,2018-11-14,1,자동차,대전시 서구 월평동 75-1 부근,월평1동,N,36.341659,127.353961
523,2018-11-14,1,자동차,대전시 서구 갈마동 427-49,갈마1동,N,36.34003,127.366139
524,2018-11-14,1,자동차,대전광역시 서구 월평동 1136,월평1동,N,36.353932,127.358528
525,2018-11-14,1,자동차,대전시 서구 괴정로 64번길,둔산2동,N,36.355416,127.383697
526,2018-11-14,1,자동차,대전시 서구 탄방동 91-23 한밭새마을금고 지상주차장,탄방동,N,36.341282,127.390191
527,2018-11-14,1,자동차,대전시 서구 탄방동 91-23 한밭새마을금고 지상주차장,탄방동,N,36.341282,127.390191
528,2018-11-16,1,자동차,"대전시 서구 월평북로 11, 주공아파트 305동 앞",월평2동,N,36.363602,127.370283
529,2018-11-16,1,자동차,"대전시 서구 월평북로 11, 주공아파트 305동 앞",월평2동,N,36.363602,127.370283
530,2018-11-19,1,자동차,대전시 서구 월평동 75-1 부근,월평1동,N,36.341659,127.353961
531,2018-11-19,1,자동차,대전시 서구 월평동 75-1 부근,월평1동,N,36.341659,127.353961
532,2018-11-19,1,자동차,대전시 서구 복수동 701 공영주차장,복수동,N,36.297847,127.380732
533,2018-11-19,1,자동차,대전시 서구 갈마동 1418번지 큰마을아파트 128동 지하2층 주차장,갈마2동,N,36.344503,127.376887
534,2018-11-19,1,자동차,대전시 서구 둔산동 1141 갤러리빌,둔산2동,N,36.345494,127.380243
535,2018-11-19,1,자동차,대전시 서구 관저동 1129 구봉마을 817동 지하주차장,관저2동,N,36.301001,127.330503
536,2018-11-20,1,자동차,대전시 서구 월평동 75-1 가는 길 천변 옆,월평1동,N,36.341659,127.353961
537,2018-11-20,1,자동차,대전시 서구 탄방동 638 시티빌3차 지하3층 주차장 내,탄방동,N,36.343812,127.382696
538,2018-11-20,1,자동차,대전시 서구 둔산동 1390 고등법원 주차장 구두나라 부근,둔산1동,N,36.354757,127.388638
539,2018-11-20,1,자동차,대전시 서구 둔산동 1390 고등법원 주차장 구두나라 부근,둔산1동,N,36.354757,127.388638
540,2018-11-20,1,자동차,대전시 서구 둔산동 1390 고등법원 주차장 장애인 주차장,둔산1동,N,36.354757,127.388638
541,2018-11-20,1,자동차,대전시 서구 내동 27-3 신성아파트 6동 뒤,내동,N,36.331473,127.373883
542,2018-11-20,1,자동차,대전시 서구 둔산동 909 수정타운아파트,둔산2동,N,36.359036,127.397217
543,2018-11-20,1,자동차,대전시 서구 탄방동 835 ㈜뉴한양프라자 지하2층 주차장,탄방동,N,36.347906,127.393816
544,2018-11-20,1,자동차,대전시 서구 탄방동 835 ㈜뉴한양프라자 지하2층 주차장,탄방동,N,36.347906,127.393816
545,2018-11-20,1,자동차,대전시 서구 탄방동 835 ㈜뉴한양프라자 지하2층 주차장,탄방동,N,36.347906,127.393816
546,2018-11-20,1,자동차,대전시 서구 내동 27-3 신성아파트 6동 뒤,내동,N,36.331473,127.373883
547,2018-11-20,1,자동차,대전시 서구 월평동 75-1 가는 길 천변 옆,월평1동,Y,36.341659,127.353961
548,2018-11-20,1,자동차,대전시 서구 탄방동 638 시티빌3차 지하3층 주차장 내,탄방동,Y,36.343812,127.382696
549,2018-11-21,1,자동차,대전광역시 서구 둔산동 2011 부근,둔산3동,N,36.349882,127.399494
550,2018-11-21,1,자동차,대전광역시 서구 둔산동 1807,둔산3동,N,36.353981,127.401
551,2018-11-22,1,자동차,대전시 관저동 1019 24시전주명가콩나물국밥관저점 맞은편 버스정류장,관저2동,N,36.300027,127.335187
552,2018-11-22,1,자동차,대전광역시 서구 만년동 349,만년동,N,36.366377,127.380501
553,2018-11-23,1,자동차,대전시 서구 괴정동 리베라아이누리아파트,괴정동,N,36.339482,127.388991
554,2018-11-26,1,자동차,"대전시 서구 대덕대로 105-14, 둔원고등학교 옆",갈마2동,N,36.34335,127.373587
555,2018-11-26,1,자동차,대전 서구 가장로 94,괴정동,N,36.334691,127.38435
556,2018-11-26,1,자동차,대전시 서구 정림로24번길 6-3,정림동,N,36.30246,127.366733
557,2018-11-27,1,자동차,대전시 서구 갈마동 1016 앞,갈마2동,N,36.348079,127.37492
558,2018-11-27,1,자동차,대전시 서구 복수동 703 나이테빌라 주차장,복수동,N,36.297604,127.380778
559,2018-11-27,1,자동차,대전시 서구 만년동 초원아파트,만년동,N,36.367467,127.378765
560,2018-11-28,1,자동차,대전시 서구 둔산동 1390 고등법원 주차장 테니스장 부근,둔산1동,N,36.354757,127.388638
561,2018-11-28,1,자동차,대전시 서구 월평북로 11 주공아파트 107동 앞,월평2동,N,36.36355,127.368979
562,2018-11-28,1,자동차,"대전시 서구 월평북로 11 주공아파트 102동, 풋살장 옆",월평2동,N,36.362901,127.369051
563,2018-11-28,1,자동차,"대전시 서구 월평북로 11 주공아파트 102동, 풋살장 옆",월평2동,N,36.362901,127.369051
564,2018-11-28,1,자동차,대전시 서구 월평북로 11 주공아파트 107동 앞,월평2동,Y,36.36355,127.368979
565,2018-11-29,1,자동차,대전시 서구 갈마동 1026 히토리,갈마2동,N,36.348537,127.374459
566,2018-11-29,1,자동차,대전시 서구 월평동 1384 우주빌라,월평1동,N,36.353033,127.355627
567,2018-11-29,1,자동차,대전시 서구 월평동 주공아파트,월평2동,N,36.363845,127.37369
568,2018-11-29,1,자동차,대전시 서구 괴정동 82-5 한민빌라,괴정동,N,36.336078,127.385999
569,2018-11-29,1,자동차,대전시 서구 갈마동 1383 감자탕집 앞,갈마2동,N,36.341479,127.377646
570,2018-11-29,1,자동차,대전시 서구 괴정동 91-22,괴정동,N,36.333472,127.382232
571,2018-11-29,1,자동차,대전시 서구 갈마동 779,갈마1동,N,36.35665,127.371509
572,2018-11-30,1,자동차,대전시 서구 도마동 68-1 대건연립,도마1동,N,36.321331,127.376826
573,2018-11-30,1,자동차,대전시 서구 계백로 1186 가수원교회,가수원동,N,36.304886,127.355222
574,2018-12-03,1,자동차,대전시 서구 탄방동 835 뉴한양프라자 지하2층,탄방동,N,36.347906,127.393816
575,2018-12-03,1,자동차,대전시 서구 탄방동 835 뉴한양프라자 지하2층,탄방동,N,36.347906,127.393816
576,2018-12-03,1,자동차,대전시 서구 탄방동 835 뉴한양프라자 지하2층,탄방동,N,36.347906,127.393816
577,2018-12-04,1,자동차,대전시 서구 월평북로 11 주공아파트 305동 앞,월평2동,N,36.363602,127.370283
578,2018-12-04,1,자동차,대전시 서구 관저동 봉우로8번길(관저동 1735 부근),관저1동,N,36.302551,127.333719
579,2018-12-04,1,자동차,대전시 서구 관저동 봉우로8번길(관저동 1735 부근),관저1동,N,36.302551,127.333719
580,2018-12-04,1,자동차,대전시 서구 관저동 봉우로8번길(관저동 1735 부근),관저1동,N,36.302551,127.333719
581,2018-12-04,1,자동차,대전시 서구 관저동 봉우로8번길(관저동 1735 부근),관저1동,N,36.302551,127.333719
582,2018-12-04,1,자동차,대전시 서구 관저동 봉우로8번길(관저동 1735 부근),관저1동,N,36.302551,127.333719
583,2018-12-04,1,자동차,대전시 서구 관저동 999-4 원앙마을4단지 상가,관저1동,N,36.303346,127.337342
584,2018-12-04,1,자동차,대전시 서구 괴곡동 산 71-8,가수원동,N,36.282678,127.353323
585,2018-12-04,1,자동차,대전시 서구 탄방동 69-8,탄방동,N,36.342664,127.396218
586,2018-12-04,1,자동차,대전시 서구 도마동 146-48,도마2동,N,36.313359,127.377458
587,2018-12-04,1,자동차,대전시 서구 변동 23-30,변동,N,36.326928,127.376848
588,2018-12-04,1,자동차,대전시 서구 탄방동 69-8 주차장,탄방동,N,36.342664,127.396218
589,2018-12-04,1,자동차,대전시 서구 탄방동 69-8 부근,탄방동,N,36.342664,127.396218
590,2018-12-04,1,자동차,대전시 서구 갈마동 333-39,갈마1동,N,36.348941,127.365722
591,2018-12-05,1,자동차,대전시 서구 도마동43-9번지 거주자101번,도마1동,N,36.320686,127.375796
592,2018-12-06,1,자동차,대전시 서구 괴정동 116-4 주차장,괴정동,N,36.338695,127.379618
593,2018-12-06,1,자동차,대전시 서구 괴정동 47-2,괴정동,N,36.339177,127.385807
594,2018-12-06,1,자동차,대전시 서구 탄방동 91-10,탄방동,N,36.342192,127.390162
595,2018-12-06,1,자동차,대전시 서구 내동 38-40,내동,N,36.334987,127.377063
596,2018-12-06,1,자동차,대전시 서구 월평동 302 황실타운아파트 116동,월평3동,N,36.361092,127.37125
597,2018-12-06,1,자동차,대전시 서구 월평새뜸로4번길 69부근,월평1동,N,36.353572,127.356915
598,2018-12-06,1,자동차,대전시 서구 월평새뜸로4번길 69부근,월평1동,N,36.353572,127.356915
599,2018-12-06,1,자동차,대전시 서구 월평새뜸로4번길 69부근,월평1동,N,36.353572,127.356915
600,2018-12-06,1,자동차,대전시 서구 괴정동 47-2,괴정동,Y,36.339177,127.385807
601,2018-12-07,1,자동차,대전시 서구 갈마동 300-9 앞,갈마1동,N,36.351366,127.364164
602,2018-12-07,1,자동차,대전시 서구 둔산동 1390 법원 정문 옆,둔산1동,N,36.354757,127.388638
603,2018-12-07,1,자동차,대전시 서구 복수동 686,복수동,N,36.298929,127.380857
604,2018-12-07,1,자동차,대전시 서구 괴정동 67-1 웰마트 앞 부근 괴정고등학교 가는 부근 공용주차장,괴정동,N,36.340039,127.381501
605,2018-12-07,1,자동차,대전시 서구 만년동 257,만년동,N,36.366119,127.376046
606,2018-12-10,1,자동차,대전시 서구 용문동 256-15 선창교회 주차장,용문동,N,36.336074,127.394075
607,2018-12-11,1,자동차,대전광역시 서구 가수원동 산19-8,가수원동,N,36.292597,127.350915
608,2018-12-11,1,자동차,대전시 서구 배재로 90,도마2동,N,36.316545,127.371485
609,2018-12-11,1,자동차,대전시 서구 변동 29-19,변동,N,36.327097,127.379921
610,2018-12-11,1,자동차,대전시 서구 탄방동 1050,탄방동,N,36.346401,127.395443
611,2018-12-13,1,자동차,대전시 서구 갈마동 403-13  둔원고 후문,갈마2동,N,36.342452,127.37248
612,2018-12-13,1,자동차,대전시 서구 갈마동 406-11,갈마2동,N,36.343685,127.370488
613,2018-12-13,1,자동차,대전시 서구 월평동 111-29,월평1동,N,36.344527,127.352589
614,2018-12-14,1,자동차,대전시 서구 용문로 118 한진아파트 정문,용문동,N,36.333935,127.393468
615,2018-12-14,1,자동차,대전 서구 정림로 55,정림동,N,36.304448,127.364334
616,2018-12-14,1,자동차,대전광역시 서구 둔산동 1510,둔산1동,N,36.350096,127.391994
617,2018-12-14,1,자동차,대전시 서구 월평동 80-2,월평1동,N,36.343457,127.352999
618,2018-12-16,1,자동차,대전시 서구 월평동 653,월평1동,N,36.357554,127.366888
619,2018-12-17,1,자동차,대전시 서구 둔산동 981 부근,둔산2동,N,36.352722,127.376888
620,2018-12-17,1,자동차,대전광역시 서구 용촌동 493-1,기성동,N,36.2508,127.319059
621,2018-12-17,1,자동차,대전시 서구 둔산동 1390 법원 주차장,둔산1동,N,36.354757,127.388638
622,2018-12-17,1,자동차,대전시 서구 서구 봉곡동 58-1 마을 입구,기성동,N,36.254821,127.324109
623,2018-12-20,1,자동차,대전시 서구 용문동 214-4 우리빌라 주차장,용문동,N,36.342778,127.400852
624,2018-12-20,1,자동차,대전시 서구 문예로 15 그랑수아빌딩 지하주차장,탄방동,N,36.348075,127.389837
625,2018-12-20,1,자동차,대전시 서구 갈마동 266-54,갈마1동,N,36.35305,127.370724
626,2018-12-20,1,자동차,대전시 서구 갈마동 406-12,갈마2동,N,36.343576,127.370355
627,2018-12-20,1,자동차,대전시 서구 괴정동 112-12 맞은편 명문빌라 앞,괴정동,N,36.338168,127.378898
628,2018-12-20,1,자동차,대전시 서구 둔산동 1891 리슈빌,둔산3동,N,36.349873,127.395996
629,2018-12-20,1,자동차,대전시 서구 복수동 283-434번지(오량2길 49) 대운빌라 1동 앞,복수동,N,36.308957,127.376847
630,2018-12-20,1,자동차,대전시 서구 용문동 240-1,용문동,Y,36.338944,127.396537
631,2018-12-24,1,자동차,대전시 서구 정림동 688 맞은편 도로,정림동,Y,36.299712,127.363437
632,2018-12-24,1,자동차,대전시 서구 정림동 688 맞은편 도로,정림동,N,36.299712,127.363437
633,2018-12-24,1,자동차,대전시 서구 만년동 66 공영주차장 내,만년동,Y,36.366343,127.3724
634,2018-12-25,1,자동차,대전광역시 서구 가수원동 808,가수원동,N,36.298454,127.355709
635,2018-12-25,1,자동차,대전광역시 서구 가수원동 808,가수원동,N,36.298454,127.355709
636,2018-12-25,1,자동차,대전시 서구 둔산동 1054번지 토마토주식회사 앞 노상,둔산2동,N,36.351175,127.377379
637,2018-12-26,1,자동차,대전시 서구 복수동 삼익목화아파트,복수동,N,36.308709,127.375824
638,2018-12-26,1,자동차,대전 서구 가장로 15,괴정동,N,36.340179,127.379038
639,2018-12-27,1,자동차,대전시 서구 관저동 1008번지 리틀파워존,관저2동,N,36.300893,127.335403
640,2018-12-27,1,자동차,대전시 서구 갈마동 264-7 동남빌라 지하주차장,갈마1동,N,36.354838,127.371334
641,2018-12-27,1,자동차,대전시 서구 갈마동 344-10번지 현대빌라 주차장,갈마2동,N,36.349594,127.373326
642,2018-12-27,1,자동차,대전시 서구 관저동 1137 구봉마을아파트 506동 옆 (원내동 802 코젤병원 건너편 버스정류장),관저2동,N,36.29924,127.32661
643,2018-12-27,1,자동차,대전시 서구 가수원동 172-1 옆 철교 밑,가수원동,N,36.305133,127.359217
644,2018-12-31,1,자동차,대전시 서구 만년동 266,만년동,N,36.366067,127.376392
645,2018-12-31,1,자동차,대전시 서구 월평동 606,월평1동,N,36.35764,127.366097
646,2018-12-31,1,자동차,대전시 서구 월평동 482,월평1동,N,36.357173,127.361332
647,2018-12-31,1,자동차,대전시 서구 월평동 643,월평1동,N,36.35631,127.366743
648,2018-12-31,1,자동차,대전시 서구 갈마동 262-55,갈마1동,N,36.355146,127.369961
649,2019-01-02,1,자동차,대전시 서구 탄방동 733 jk빌딩,탄방동,N,36.348254,127.389468
650,2019-01-04,1,자동차,대전시 서구 복수남로12번길 3(복수동),복수동,N,36.297626,127.379798
651,2019-01-04,1,자동차,대전시 서구 관저동 1341 승원빌딩 뒤편,관저2동,N,36.2993,127.338968
652,2019-01-06,1,자동차,대전 서구 관저동로 42,관저2동,N,36.296183,127.34249
653,2019-01-06,1,자동차,대전 서구 관저동로 42,관저2동,N,36.296183,127.34249
654,2019-01-10,1,자동차,대전시 서구 갈마동 366-4,갈마1동,N,36.348611,127.368053
655,2019-01-10,1,자동차,대전시 서구 변동 254-94,변동,N,36.333229,127.366718
656,2019-01-11,1,자동차,대전시 서구 가장동 36-60,가장동,N,36.329138,127.38416
657,2019-01-11,1,자동차,대전시 서구 갈마동 1418번지 큰마을아파트 128동 지하2층 주차장,갈마2동,N,36.344503,127.376887
658,2019-01-14,1,자동차,대전시 서구 월평동 940번지 주변,월평1동,N,36.354714,127.363212
659,2019-01-15,1,자동차,"대전시 서구 만년동 396-5, 한밭수목원 옆 유등로",만년동,Y,36.367849,127.393416
660,2019-01-15,1,자동차,대전시 서구 탄방동 835 뉴한양프라자상가 지하2층,탄방동,N,36.347906,127.393816
661,2019-01-15,1,자동차,대전시 서구 괴정동 48-14,괴정동,N,36.338551,127.386648
662,2019-01-15,1,자동차,대전시 서구 갈마동 395-19 주승아트빌 주차장,갈마2동,N,36.345688,127.370895
663,2019-01-15,1,자동차,대전시 서구 갈마동 395-19 주승아트빌 주차장,갈마2동,N,36.345688,127.370895
664,2019-01-17,1,자동차,대전시 서구 도마동 127-12,도마2동,N,36.316209,127.377858
665,2019-01-17,1,자동차,대전시 서구 정림동 584 우성아파트 111동과 117동 사이 6지하주차장 F05,정림동,Y,36.304084,127.365239
666,2019-01-17,1,자동차,대전시 서구 도안동 1208,가수원동,Y,36.32206,127.342941
667,2019-01-17,1,자동차,대전시 서구 월평중로3번길 60,월평1동,N,36.354258,127.36062
668,2019-01-17,1,자동차,대전시 서구 복수동 833,복수동,N,36.295492,127.376765
669,2019-01-18,1,자동차,대전시 서구 가수원동 1040 상가 지하주차장,가수원동,N,36.305585,127.351174
670,2019-01-18,1,자동차,대전 서구 대덕대로 378 대한예수교장로회 새로남교회,만년동,N,36.366392,127.38
671,2019-01-21,1,자동차,"대전시 서구 관저동로 37-38, 206호(관저동)",관저2동,N,36.29588,127.339899
672,2019-01-22,1,자동차,대전시 서구 갈마동 305-16,갈마1동,N,36.351823,127.366979
673,2019-01-22,1,자동차,대전시 서구 정림동 682,정림동,N,36.301139,127.3674
674,2019-01-23,1,자동차,대전시 서구 내동 165 서우아파트 1단지 102동 뒤,내동,N,36.333504,127.371048
675,2019-01-23,1,자동차,대전시 서구 도마동 103-2,도마2동,N,36.319062,127.375474
676,2019-01-24,1,자동차,대전시 서구 도안동 1373 베르디움,가수원동,N,36.313346,127.348048
677,2019-01-25,1,자동차,대전시 서구 탄방동 638 시티빌3차 지하3층 주차장 내,탄방동,N,36.343812,127.382696
678,2019-01-28,1,자동차,대전 서구 괴정로 72,괴정동,N,36.339968,127.381735
679,2019-01-28,1,자동차,대전시 서구 괴정동 91-25 한민재래시장 입구 근처,괴정동,N,36.333879,127.382452
680,2019-01-28,1,자동차,대전 서구 대덕대로 150,갈마2동,N,36.344593,127.376886
681,2019-01-28,1,자동차,대전광역시 서구 월평동 1276,월평1동,N,36.354215,127.355874
682,2019-01-30,1,자동차,대전 서구 관저로 48,관저2동,N,36.297366,127.328385
683,2019-01-30,1,자동차,대전시 서구 변동 23-23,변동,N,36.326793,127.376916
684,2019-01-30,1,자동차,대전시 서구 가장동 50-15,가장동,N,36.33173,127.388706
685,2019-02-01,1,자동차,대전시 서구 괴정동 48-28,괴정동,N,36.338959,127.387157
686,2019-02-08,1,자동차,대전시 서구 정림동 658,정림동,Y,36.302469,127.366733
687,2019-02-08,1,자동차,대전시 서구 복수동 751,복수동,N,36.297751,127.376056
688,2019-02-11,1,자동차,"대전시 서구 관저동 1199, 건양대병원네거리",관저2동,N,36.301673,127.339494
689,2019-02-11,1,자동차,대전시 서구 도마동 88-17 효누리복지센터 앞,도마1동,N,36.317352,127.379408
690,2019-02-12,1,자동차,대전시 서구 용문동 212-12 프로썬팅 상가 옆,용문동,N,36.343052,127.399736
691,2019-02-12,1,자동차,대전시 서구 둔산동 1308번지 하이베라스,둔산2동,N,36.353858,127.382238
692,2019-02-12,1,자동차,대전시 서구 변동 56-8,변동,N,36.322549,127.375213
693,2019-02-13,1,자동차,대전 서구 도안북로 88,가수원동,N,36.325912,127.338754
694,2019-02-13,1,자동차,대전시 서구 갈마동 343-36 진현빌라 주차장,갈마2동,N,36.348454,127.370728
695,2019-02-13,1,자동차,대전시 서구 갈마동 394-9 갈마복지매장(마트) 앞,갈마2동,N,36.34527,127.370163
696,2019-02-13,1,자동차,대전시 서구 괴정동 98-25 리베라아트빌라 앞,괴정동,N,36.33654,127.37949
697,2019-02-13,1,자동차,대전시 서구 변동 47-6,변동,N,36.324608,127.381322
698,2019-02-13,1,자동차,대전시 서구 도마동 85-10,도마1동,N,36.319401,127.383501
699,2019-02-13,1,자동차,대전시 서구 도마동 426 도솔다목적체육관 주차장,도마2동,N,36.325513,127.368117
700,2019-02-14,1,자동차,대전시 서구 괴정로 64,괴정동,N,36.340432,127.380974
701,2019-02-14,1,자동차,대전시 서구 탄방동 75-22,탄방동,N,36.340721,127.39503
702,2019-02-14,1,자동차,대전시 서구 용문동 259-7,용문동,N,36.33644,127.391632
703,2019-02-15,1,자동차,대전시 서구 정림동 683 부근 늘푸른아파트와 강변들아파트 사이,정림동,N,36.300357,127.366082
704,2019-02-15,1,자동차,대전시 서구 정림동 683 부근 늘푸른아파트와 강변들아파트 사이,정림동,N,36.300357,127.366082
705,2019-02-15,1,자동차,대전시 서구 문정로132번길 42-5,탄방동,N,36.344788,127.393762
706,2019-02-18,1,자동차,대전 서구 관저서로 20,관저2동,N,36.294745,127.331848
707,2019-02-18,1,자동차,대전시 서구 복수동 760,복수동,N,36.297584,127.376848
708,2019-02-19,1,자동차,대전시 서구 둔산동 1505,둔산1동,N,36.352311,127.38986
709,2019-02-19,1,자동차,대전시 서구 도안동 963,가수원동,N,36.329991,127.341337
710,2019-02-19,1,자동차,대전시 서구 괴정동 81-3 개성칼국수 앞,괴정동,N,36.336979,127.385891
711,2019-02-19,1,자동차,대전시 서구 도마동 30-39,도마1동,N,36.323618,127.37291
712,2019-02-19,1,자동차,대전시 서구 만년동 381 엑스포 오피스텔 지하2층 5번,만년동,N,36.366982,127.382547
713,2019-02-19,1,자동차,대전시 서구 만년동 381 엑스포 오피스텔 지하2층 5번,만년동,N,36.366982,127.382547
714,2019-02-19,1,자동차,대전광역시 서구 갈마로147번길 7,갈마2동,N,36.340893,127.37422
715,2019-02-19,1,자동차,대전시 서구 흑석동 760-6,기성동,N,36.254571,127.340703
716,2019-02-20,1,자동차,"대전광역시 서구 용문로 41-20(괴정동, 휴먼스빌)",괴정동,N,36.339175,127.388748
717,2019-02-20,1,자동차,대전시 서구 도마동 110-10,도마2동,N,36.316946,127.372451
718,2019-02-20,1,자동차,대전시 서구 만년동 71,만년동,N,36.366613,127.372286
719,2019-02-20,1,자동차,"대전시 서구 둔산동 1483, 큰맘할매순대국둔산동점 앞 공영노상주차장",둔산1동,Y,36.352309,127.389492
720,2019-02-22,1,자동차,"대전시 서구 관저동 1599 천년나무아파트, 105동 쪽 지상주차장",관저2동,N,36.292955,127.343887
721,2019-02-22,1,자동차,대전시 서구 내동 41-31,내동,N,36.335369,127.376157
722,2019-02-22,1,자동차,대전 서구 내동 29-4 동신빌라,내동,N,36.330967,127.375268
723,2019-02-25,1,자동차,대전시 서구 용문로 109,용문동,N,36.334782,127.393405
724,2019-02-25,1,자동차,대전시 서구 가수원로 72 은아아파트1단지 107동 앞,가수원동,N,36.301703,127.351474
725,2019-02-25,1,자동차,대전시 서구 탄방동 1133,탄방동,N,36.346652,127.397023
726,2019-02-26,1,자동차,대전시 서구 관저동 신선마을아파트 203동 204동 공용지하주차장 2층,관저2동,N,36.299174,127.330908
727,2019-02-26,1,자동차,"대전시 서구 청사로 70, 누리아파트 114동 앞 지하주차장 2층",월평3동,N,36.358747,127.370823
728,2019-02-27,1,자동차,대전시 서구 갈마동 403-14 산정성결교회 입구 오른쪽,갈마2동,N,36.342649,127.372334
729,2019-02-27,1,자동차,대전 서구 가수원로 72,가수원동,N,36.301892,127.351528
730,2019-02-28,1,자동차,대전시 서구 갈마동 402-21번지 가게 앞,갈마2동,N,36.343815,127.37111
731,2019-02-28,1,자동차,대전시 서구 괴정동 49-45 나이스빌 지하1층 주차장,괴정동,N,36.339053,127.387825
732,2019-03-04,1,자동차,대전시 서구 도마동 188-22,도마2동,N,36.311064,127.376373
733,2019-03-04,1,자동차,대전시 서구 정림동 16-17,정림동,N,36.308165,127.368424
734,2019-03-04,1,자동차,대전시 서구 용문동 257-2 / 유료주차장 내,용문동,N,36.337847,127.393448
735,2019-03-04,1,자동차,대전시 서구 월평동 425 / 계룡낚시 근처,월평1동,N,36.358065,127.361202
736,2019-03-04,1,자동차,대전시 서구 관저동 1515번지 빌딩 지하주차장,관저2동,N,36.298582,127.337916
737,2019-03-04,1,자동차,대전시 서구 정림동 491-4 골목,정림동,N,36.306638,127.362546
